1 0.001875 0.00015 0.0 0.0267755 0.0399813 0.0 0
1 0.001875 0.00015 0.0 0.0175896 0.0167137 0.0 0
1 0.001875 0.00015 0.0 0.0362587 0.0150025 0.0 0
1 0.001875 0.00015 0.0 0.0129146 0.0277428 0.0 0
1 0.001875 0.00015 0.0 0.0260097 0.0297994 0.0 0
1 0.001875 0.00015 0.0 0.027051 0.0183239 0.0 0
1 0.001875 0.00015 0.0 0.0288617 0.0267501 0.0 0
1 0.001875 0.00015 0.0 0.0363161 0.0189744 0.0 0
1 0.001875 0.00015 0.0 0.0010159 0.0071618 0.0 0
1 0.001875 0.00015 0.0 0.0410159 0.0071618 0.0 0
1 0.001875 0.00015 0.0 0.0348124 0.0274669 0.0 0
1 0.001875 0.00015 0.0 0.0177044 0.0084323 0.0 0
1 0.001875 0.00015 0.0 0.0040904 0.0181654 0.0 0
1 0.001875 0.00015 0.0 0.0062364 0.0225634 0.0 0
1 0.001875 0.00015 0.0 0.0154436 0.0115991 0.0 0
1 0.001625 0.00015 0.0 0.0040139 0.0321006 0.0 0
1 0.001625 0.00015 0.0 0.0214919 0.0374021 0.0 0
1 0.001625 0.00015 0.0 0.0196309 0.0341982 0.0 0
1 0.001625 0.00015 0.0 0.0408287 0.0168 0.0 0
1 0.001625 0.00015 0.0 0.0008287 0.0168 0.0 0
1 0.001625 0.00015 0.0 0.004471 -0.0002313 0.0 0
1 0.001625 0.00015 0.0 0.004471 0.0397687 0.0 0
1 0.001625 0.00015 0.0 0.0338627 0.0384764 0.0 0
1 0.001625 0.00015 0.0 0.0338627 -0.0015236 0.0 0
1 0.001625 0.00015 0.0 0.035623 0.0356321 0.0 0
1 0.001625 0.00015 0.0 0.038014 0.0247885 0.0 0
1 0.001625 0.00015 0.0 0.0058787 0.0141544 0.0 0
1 0.001625 0.00015 0.0 0.0180464 0.004402 0.0 0
1 0.001625 0.00015 0.0 0.0277105 0.0225945 0.0 0
1 0.001625 0.00015 0.0 0.0032018 0.0247166 0.0 0
1 0.001625 0.00015 0.0 0.0012709 0.0339376 0.0 0
1 0.001625 0.00015 0.0 0.0412709 0.0339376 0.0 0
1 0.001625 0.00015 0.0 0.0090857 0.004736 0.0 0
1 0.001625 0.00015 0.0 0.0239258 0.0126563 0.0 0
1 0.001625 0.00015 0.0 0.0358363 0.0322663 0.0 0
1 0.001625 0.00015 0.0 0.0304309 0.0381487 0.0 0
1 0.001625 0.00015 0.0 0.0107504 0.0245544 0.0 0
1 0.001375 0.00015 0.0 0.0073773 0.0330426 0.0 0
1 0.001375 0.00015 0.0 0.0259828 0.0048533 0.0 0
1 0.001375 0.00015 0.0 0.0147264 0.0244202 0.0 0
1 0.001375 0.00015 0.0 0.0166909 0.0205863 0.0 0
1 0.001375 0.00015 0.0 0.0098567 0.0368366 0.0 0
1 0.001375 0.00015 0.0 0.0125706 0.0407935 0.0 0
1 0.001375 0.00015 0.0 0.0125706 0.0007935 0.0 0
1 0.001375 0.00015 0.0 0.0126262 0.0092124 0.0 0
1 0.001375 0.00015 0.0 0.0316578 0.0286044 0.0 0
1 0.001375 0.00015 0.0 0.0226382 0.0276115 0.0 0
1 0.001375 0.00015 0.0 0.03136 0.0104728 0.0 0
1 0.001375 0.00015 0.0 0.0160589 0.0330471 0.0 0
1 0.001375 0.00015 0.0 0.0333624 0.0131051 0.0 0
1 0.001375 0.00015 0.0 0.0211757 0.0214225 0.0 0
1 0.001375 0.00015 0.0 0.0275257 0.0364749 0.0 0
1 0.001375 0.00015 0.0 0.0226464 0.0307355 0.0 0
1 0.001375 0.00015 0.0 0.010161 0.0078425 0.0 0
1 0.001375 0.00015 0.0 0.0257546 0.0151364 0.0 0
1 0.001375 0.00015 0.0 0.0324951 0.0068934 0.0 0
1 0.001375 0.00015 0.0 -0.0001148 0.0024221 0.0 0
1 0.001375 0.00015 0.0 0.0398852 0.0024221 0.0 0
1 0.0013612 0.00015 0.0 0.0355512 0.0409865 0.0 0
1 0.0013612 0.00015 0.0 0.0355512 0.0009865 0.0 0
1 0.001125 0.00015 0.0 0.016545 0.0020151 0.0 0
1 0.001125 0.00015 0.0 0.0364768 0.0221297 0.0 0
1 0.001125 0.00015 0.0 0.0253342 0.0208466 0.0 0
1 0.001125 0.00015 0.0 0.0297495 0.0197689 0.0 0
1 0.001125 0.00015 0.0 0.0144912 0.0304094 0.0 0
1 0.001125 0.00015 0.0 0.0193127 0.0192654 0.0 0
1 0.001125 0.00015 0.0 0.0381681 0.0343553 0.0 0
1 0.001125 0.00015 0.0 0.0122056 0.0382009 0.0 0
1 0.001125 0.00015 0.0 0.0280859 0.0033336 0.0 0
1 0.001125 0.00015 0.0 0.0242664 0.038206 0.0 0
1 0.001125 0.00015 0.0 0.006626 0.0114423 0.0 0
1 0.001125 0.00015 0.0 0.0292904 0.029818 0.0 0
1 0.001125 0.00015 0.0 0.0332737 0.0191136 0.0 0
1 0.001125 0.00015 0.0 0.0088813 0.0208796 0.0 0
1 0.001125 0.00015 0.0 0.0273626 0.0325246 0.0 0
1 0.001125 0.00015 0.0 0.0258178 0.0267585 0.0 0
1 0.001125 0.00015 0.0 0.0066163 0.0033238 0.0 0
1 0.0011138 0.00015 0.0 0.0266881 0.0095288 0.0 0
1 0.0011138 0.00015 0.0 0.0151337 0.0184747 0.0 0
1 0.0010807 0.00015 0.0 0.0024815 0.0378065 0.0 0
1 0.0010699 0.00015 0.0 0.0032985 0.0274546 0.0 0
1 0.0010699 0.00015 0.0 0.0338451 0.0303103 0.0 0
1 0.0010592 0.00015 0.0 0.0406039 0.0256737 0.0 0
1 0.0010592 0.00015 0.0 0.0006039 0.0256737 0.0 0
1 0.0010486 0.00015 0.0 0.02845 0.0157205 0.0 0
1 0.000875 0.00015 0.0 0.0105276 0.0297416 0.0 0
1 0.000875 0.00015 0.0 0.0197846 -0.0006182 0.0 0
1 0.000875 0.00015 0.0 0.0197846 0.0393818 0.0 0
1 0.000875 0.00015 0.0 0.0185761 0.0011766 0.0 0
1 0.000875 0.00015 0.0 0.0032127 0.0153568 0.0 0
1 0.000875 0.00015 0.0 0.0209226 0.0259241 0.0 0
1 0.000875 0.00015 0.0 0.0155977 0.0266547 0.0 0
1 0.000875 0.00015 0.0 0.0203057 0.005951 0.0 0
1 0.000875 0.00015 0.0 0.0019871 0.0003912 0.0 0
1 0.000875 0.00015 0.0 0.0019871 0.0403912 0.0 0
1 0.000875 0.00015 0.0 0.0149279 0.0086711 0.0 0
1 0.000875 0.00015 0.0 0.0376974 0.0126032 0.0 0
1 0.000875 0.00015 0.0 0.0081116 0.0352179 0.0 0
1 0.000875 0.00015 0.0 0.0126316 0.0361675 0.0 0
1 0.000875 0.00015 0.0 0.0090039 0.0312745 0.0 0
1 0.000875 0.00015 0.0 0.019767 0.0103228 0.0 0
1 0.000875 0.00015 0.0 0.0064697 0.0197244 0.0 0
1 0.000875 0.00015 0.0 0.0382584 0.016936 0.0 0
1 0.000875 0.00015 0.0 0.0037044 0.0295544 0.0 0
1 0.000875 0.00015 0.0 0.0076506 0.037433 0.0 0
1 0.000875 0.00015 0.0 0.039153 0.0092723 0.0 0
1 0.000875 0.00015 0.0 -0.000847 0.0092723 0.0 0
1 0.000875 0.00015 0.0 0.0170662 0.0138726 0.0 0
1 0.000875 0.00015 0.0 0.0046147 0.0108463 0.0 0
1 0.000875 0.00015 0.0 0.0030496 0.0090911 0.0 0
1 0.000875 0.00015 0.0 0.0390424 0.0149896 0.0 0
1 0.000875 0.00015 0.0 0.0382237 0.0071643 0.0 0
1 0.000849 0.00015 0.0 0.0310873 0.0132798 0.0 0
1 0.0008321 0.00015 0.0 -0.0000924 0.0046588 0.0 0
1 0.0008321 0.00015 0.0 0.0399076 0.0046588 0.0 0
1 0.0008238 0.00015 0.0 0.0181614 0.0111427 0.0 0
1 0.0008074 0.00015 0.0 0.0267934 0.0249488 0.0 0
1 0.0008074 0.00015 0.0 0.0261311 0.0026199 0.0 0
1 0.0008074 0.00015 0.0 0.02338 0.0210722 0.0 0
1 0.0008074 0.00015 0.0 0.0040559 0.0209427 0.0 0
1 0.000625 0.00015 0.0 0.0296771 0.0004098 0.0 0
1 0.000625 0.00015 0.0 0.0296771 0.0404098 0.0 0
1 0.000625 0.00015 0.0 0.0216881 0.0325824 0.0 0
1 0.000625 0.00015 0.0 0.0109079 0.0031025 0.0 0
1 0.000625 0.00015 0.0 0.0142612 0.0348613 0.0 0
1 0.000625 0.00015 0.0 0.0086559 0.0235348 0.0 0
1 0.000625 0.00015 0.0 0.0340204 0.005488 0.0 0
1 0.000625 0.00015 0.0 0.0275249 0.0343204 0.0 0
1 0.000625 0.00015 0.0 0.0033849 0.0062524 0.0 0
1 0.000625 0.00015 0.0 0.014438 0.0017412 0.0 0
1 0.000625 0.00015 0.0 0.0129205 0.0123423 0.0 0
1 0.000625 0.00015 0.0 0.0344571 0.0172626 0.0 0
1 0.000625 0.00015 0.0 0.0362335 0.0297416 0.0 0
1 0.000625 0.00015 0.0 0.0315028 0.0191682 0.0 0
1 0.000625 0.00015 0.0 0.010511 0.0145692 0.0 0
1 0.000625 0.00015 0.0 0.0061516 0.0312161 0.0 0
1 0.000625 0.00015 0.0 0.0014738 0.0363768 0.0 0
1 0.000625 0.00015 0.0 0.0357347 0.024432 0.0 0
1 0.000625 0.00015 0.0 0.025555 0.0109835 0.0 0
1 0.000625 0.00015 0.0 0.0227817 0.0147267 0.0 0
1 0.000625 0.00015 0.0 0.0156219 0.0225255 0.0 0
1 0.000625 0.00015 0.0 0.008252 0.0141129 0.0 0
1 0.000625 0.00015 0.0 0.0288523 0.0015304 0.0 0
1 0.000625 0.00015 0.0 0.0064817 0.038462 0.0 0
1 0.000625 0.00015 0.0 0.0373192 0.0270222 0.0 0
1 0.000625 0.00015 0.0 0.0058436 0.0017039 0.0 0
